time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2014-08-18T16:11:11.800Z,18.8015,-67.3722,6,2.8,Md,12,212.4,0.41322503,0.37,pr,pr14230005,2014-08-19T00:13:52.273Z,"44km NW of San Antonio, Puerto Rico",earthquake
2014-08-18T15:53:20.630Z,5.6928,123.953,519.05,4.6,mb,,99,5.454,0.61,us,usb000s3rq,2014-08-18T23:56:16.803Z,"62km SSW of Palimbang, Philippines",earthquake
2014-08-18T15:40:44.530Z,-55.3903,-28.016,17.02,5.1,mb,,33,5.021,0.56,us,usb000s3rl,2014-08-18T23:43:21.926Z,"154km NNW of Visokoi Island, ",earthquake
2014-08-18T15:10:47.630Z,-32.2641,-69.2681,97.99,4.6,mb,,66,1.192,0.91,us,usb000s3rb,2014-08-18T23:13:27.198Z,"80km NNW of Mendoza, Argentina",earthquake
2014-08-18T14:40:43.200Z,36.2962,-97.6944,4.296,2.6,ml,,102,,0.34,us,usb000s3rc,2014-08-18T22:43:24.910Z,"18km E of Waukomis, Oklahoma",earthquake
2014-08-18T14:03:18.700Z,36.0458,-120.6115,5.1,2.5,Md,83,61.2,0.06288207,0.08,nc,nc72279831,2014-08-18T22:05:44.936Z,"24km WSW of Coalinga, California",earthquake
2014-08-18T13:07:56.300Z,36.1347,-96.8345,7.987,2.5,ml,,77,,0.52,us,usb000s3r3,2014-08-18T21:10:25.144Z,"12km W of Yale, Oklahoma",earthquake
2014-08-18T11:51:34.290Z,32.7054,47.5471,10,5.8,mb,,43,9.271,0.99,us,usb000s3qn,2014-08-25T16:37:21.000Z,"26km E of Dehloran, Iran",earthquake
2014-08-18T11:23:03.210Z,32.6451,47.6183,10,5.2,mb,,47,9.347,1.14,us,usb000s3qj,2014-08-18T19:25:42.849Z,"33km E of Dehloran, Iran",earthquake
2014-08-18T11:21:35.450Z,34.2175,-118.675,5.09,2.55,ml,79,31,0.05027,0.38,ci,ci37259176,2014-08-20T13:47:51.814Z,"3km NW of West Hills, California",earthquake
2014-08-18T10:17:12.000Z,51.917,-171.1862,4.8,3.9,ml,,,,1.5,ak,ak11358942,2014-08-18T18:19:42.057Z,"63km S of Amukta Island, Alaska",earthquake
2014-08-18T08:05:26.120Z,32.6838,47.6078,10,4.9,mb,,65,9.315,1.01,us,usb000s3q1,2014-08-18T08:24:41.715Z,"31km E of Dehloran, Iran",earthquake
2014-08-18T05:32:19.700Z,19.36,-67.4315,50,3.3,Md,9,316.8,0.93784116,0.18,pr,pr14230003,2014-08-18T13:34:52.584Z,"102km NNW of San Antonio, Puerto Rico",earthquake
2014-08-18T05:25:50.800Z,32.6525,47.753,10,5.6,mwb,,40,9.374,1.25,us,usb000s3ph,2014-08-25T16:37:20.000Z,"45km E of Dehloran, Iran",earthquake
2014-08-18T04:55:56.780Z,34.3303333,-116.8301667,7.56,3.67,ml,126,21,0.01778,0.16,ci,ci37259096,2014-08-19T04:57:00.002Z,"7km N of Big Bear City, California",earthquake
2014-08-18T04:39:30.270Z,32.5405,47.7173,10,4.7,mb,,65,9.473,0.97,us,usb000s3pb,2014-08-18T12:42:01.236Z,"45km ESE of Dehloran, Iran",earthquake
2014-08-18T04:20:41.230Z,32.6959,47.6259,10,4.9,mb,,47,9.302,1.24,us,usb000s3p9,2014-08-18T12:23:12.994Z,"33km E of Dehloran, Iran",earthquake
2014-08-18T04:04:51.000Z,59.7326,-154.1271,100,2.9,ml,,,,2.33,ak,ak11358781,2014-08-18T12:07:33.480Z,"44km E of Old Iliamna, Alaska",earthquake
2014-08-18T03:11:30.600Z,32.6895,47.5369,10,4.5,mb,,63,9.283,1.03,us,usb000s3nx,2014-08-18T11:14:01.642Z,"25km E of Dehloran, Iran",earthquake
2014-08-18T03:01:33.940Z,32.6329,47.4862,10,4.7,mb,,51,9.322,1.07,us,usb000s3nu,2014-08-18T11:04:20.028Z,"21km ESE of Dehloran, Iran",earthquake
2014-08-18T02:50:09.350Z,35.3707,-96.4886,8.91,3.4,mb_lg,,106,0.197,0.43,us,usb000s3nq,2014-08-19T20:09:11.769Z,"13km S of Boley, Oklahoma",earthquake
2014-08-18T02:32:05.260Z,32.7392,47.6696,10,6.2,mwp,,40,9.273,1.11,us,usb000s3np,2014-08-25T16:37:18.000Z,"36km SE of Abdanan, Iran",earthquake
2014-08-18T01:29:54.700Z,19.1646,-66.6709,35,2.6,Md,7,280.8,0.69619435,0.51,pr,pr14230001,2014-08-18T09:32:21.469Z,"76km N of Arecibo, Puerto Rico",earthquake
2014-08-18T01:25:57.970Z,36.833,-98.2471,5,3.8,mb_lg,,94,0.314,0.43,us,usb000s3ni,2014-08-25T11:09:56.024Z,"13km NE of Cherokee, Oklahoma",earthquake
2014-08-17T23:30:32.400Z,36.8577,-97.8678,5,2.9,ml,,126,,0.87,us,usb000s3s0,2014-08-20T07:51:31.820Z,"13km WNW of Medford, Oklahoma",earthquake
2014-08-17T23:05:15.500Z,17.8794,-65.5251,12,2.9,Md,6,208.8,0.2173923,0.25,pr,pr14229003,2014-08-18T07:07:53.386Z,"24km SSW of Esperanza, Puerto Rico",earthquake
2014-08-17T22:59:21.430Z,32.2055,-115.2596667,12.52,3.46,ml,11,195,0.1834,0.21,ci,ci37208589,2014-08-19T18:20:23.907Z,"8km WSW of Alberto Oviedo Mota, Mexico",earthquake
2014-08-17T22:59:09.990Z,32.2258333,-115.232,19.3,3.17,ml,14,192,0.1529,0.18,ci,ci37259016,2014-08-19T18:26:34.210Z,"5km W of Alberto Oviedo Mota, Mexico",earthquake
2014-08-17T20:15:14.670Z,-9.6708,112.5693,51.91,4.6,mb,,144,1.966,1.13,us,usb000s3lx,2014-08-18T04:17:52.262Z,"141km S of Krajan Tambakrejo, Indonesia",earthquake
2014-08-17T18:30:27.080Z,-20.1539,-70.3616,28.19,4,mwr,,171,0.443,0.76,us,usb000s3l2,2014-08-17T20:10:57.166Z,"24km WNW of Iquique, Chile",earthquake
2014-08-17T18:15:55.100Z,36.8274,142.423,24.13,4.8,mb,,81,3.399,0.98,us,usb000s3l1,2014-08-18T02:18:36.048Z,"139km E of Iwaki, Japan",earthquake
2014-08-17T17:58:55.000Z,52.5254,-171.5973,11.5,2.7,ml,,,,1.96,ak,ak11358703,2014-08-18T02:01:27.461Z,"23km W of Amukta Island, Alaska",earthquake
2014-08-17T16:50:07.600Z,36.7448,-98.346,4.887,2.6,ml,,160,,0.45,us,usb000s3kz,2014-08-18T00:53:03.333Z,"1km SE of Cherokee, Oklahoma",earthquake
2014-08-17T16:35:07.700Z,36.8559,-97.87,5,3.1,ml,,126,,0.6,us,usb000s3kl,2014-08-17T19:17:13.029Z,"13km WNW of Medford, Oklahoma",earthquake
2014-08-17T16:04:48.690Z,-20.7774,68.4277,10,5.2,mb,,67,11.861,0.63,us,usb000s3ki,2014-08-18T00:07:14.624Z,"Mid-Indian Ridge",earthquake
2014-08-17T16:04:16.000Z,60.7505,-147.1023,13.3,2.8,ml,,,,0.82,ak,ak11358691,2014-08-18T00:06:52.362Z,"58km SW of Valdez, Alaska",earthquake
2014-08-17T15:59:05.600Z,36.8584,-97.8714,5,3.4,ml,,126,,0.58,us,usb000s3k8,2014-08-18T03:17:54.471Z,"13km WNW of Medford, Oklahoma",earthquake
2014-08-17T14:47:19.510Z,32.6591,47.7148,10,5,mb,,50,9.36,0.82,us,usb000s3k2,2014-08-17T22:49:51.865Z,"42km E of Dehloran, Iran",earthquake
2014-08-17T14:41:01.000Z,52.0225,174.7549,48.4,3.5,ml,,,,0.81,ak,ak11358677,2014-08-17T22:43:29.563Z,"88km WSW of Buldir Island, Alaska",earthquake
2014-08-17T13:43:31.690Z,36.2813,-97.243,2.17,3,mb_lg,,40,0.395,0.52,us,usb000s3jy,2014-08-18T13:27:58.910Z,"4km ESE of Perry, Oklahoma",earthquake
2014-08-17T11:24:16.910Z,32.673,47.7863,10,4.8,mb,,122,9.361,1.32,us,usb000s3js,2014-08-17T19:27:11.839Z,"48km E of Dehloran, Iran",earthquake
2014-08-17T10:07:20.910Z,53.0943,159.8749,59,4.3,mb,,117,0.742,0.74,us,usb000s3jr,2014-08-17T18:10:00.261Z,"82km E of Petropavlovsk-Kamchatskiy, Russia",earthquake
2014-08-17T09:11:45.600Z,28.151,103.7028,10,4.7,mb,,47,6.798,1.47,us,usb000s3jp,2014-08-17T14:05:02.106Z,"13km ESE of Xiluodu, China",earthquake
2014-08-17T08:45:52.980Z,28.076,103.58,10,4.3,mb,,88,6.727,0.42,us,usb000s3jl,2014-08-17T16:48:22.074Z,"13km S of Xiluodu, China",earthquake
2014-08-17T08:30:49.230Z,36.5537,71.4405,72.07,4.3,mb,,97,0.898,0.87,us,usb000s3jj,2014-08-17T16:33:20.259Z,"16km SSW of Ashkasham, Afghanistan",earthquake
2014-08-17T07:56:34.920Z,-7.446,146.2188,47.59,4.7,mb,,80,6.74,0.59,us,usb000s3jh,2014-08-17T15:59:17.841Z,"54km WSW of Bulolo, Papua New Guinea",earthquake
2014-08-17T07:28:37.400Z,36.8272,-97.837,4.25,2.7,mb_lg,,123,0.342,0.39,us,usb000s3j7,2014-08-17T15:28:22.237Z,"9km WNW of Medford, Oklahoma",earthquake
2014-08-17T06:31:10.470Z,36.8445,-97.8325,5.44,3.5,mb_lg,,123,0.33,0.5,us,usb000s3it,2014-08-17T15:38:03.000Z,"9km WNW of Medford, Oklahoma",earthquake
2014-08-17T06:23:55.100Z,19.1767,-64.3939,24,3.1,Md,8,320.4,0.78512756,0.28,pr,pr14229002,2014-08-17T14:26:25.059Z,"87km NNE of Road Town, British Virgin Islands",earthquake
2014-08-17T06:18:43.670Z,36.8374,-97.8371,5.47,3.8,mb_lg,,123,0.171,0.4,us,usb000s3in,2014-08-17T17:14:50.664Z,"9km WNW of Medford, Oklahoma",earthquake
2014-08-17T04:28:48.000Z,19.5057,-155.6222,19.6,2.8,Ml,,43.2,0.02694946,0.1,hv,hv60751826,2014-08-17T07:00:32.515Z,"26km ENE of Honaunau-Napoopoo, Hawaii",earthquake
2014-08-17T02:41:24.400Z,37.865,-122.2442,10.4,2.6,Md,83,21.6,0.00898315,0.07,nc,nc72279166,2014-08-25T06:19:38.769Z,"2km ESE of Berkeley, California",earthquake
2014-08-17T02:38:26.660Z,-7.0709,125.4401,488.11,5.3,mb,,30,2.908,0.92,us,usb000s3hi,2014-08-17T10:41:00.453Z,"165km N of Dili, East Timor",earthquake
2014-08-17T02:13:43.030Z,36.702,-97.8275,5,3,mb_lg,,62,0.233,0.52,us,usb000s3hf,2014-08-17T10:16:15.693Z,"14km SW of Medford, Oklahoma",earthquake
2014-08-16T23:35:35.440Z,51.695,157.0697,123.35,4.6,mb,,146,1.467,0.74,us,usb000s3gy,2014-08-17T07:38:02.341Z,"44km ENE of Ozernovskiy, Russia",earthquake
2014-08-16T22:07:59.880Z,28.1816,103.5699,10,5.1,mb,,39,6.833,0.72,us,usb000s3gk,2014-08-17T14:03:36.882Z,"2km SSW of Xiluodu, China",earthquake
2014-08-16T20:40:13.610Z,52.4302,-168.5611,30.87,4.5,mb,,141,0.571,0.57,us,usb000s3ft,2014-08-17T04:42:44.618Z,"60km SSE of Nikolski, Alaska",earthquake
2014-08-16T18:23:44.060Z,-14.9026,167.3273,133.58,5.1,mb,,35,7.179,0.96,us,usb000s3ei,2014-08-19T15:28:51.301Z,"33km ENE of Port-Olry, Vanuatu",earthquake
2014-08-16T16:56:08.790Z,-12.261,167.0492,253.35,4.6,mb,,73,9.773,0.74,us,usb000s3e1,2014-08-17T00:58:39.881Z,"187km NNW of Sola, Vanuatu",earthquake
2014-08-16T16:39:55.940Z,24.5784,94.6091,96.46,5,mb,,53,2.683,0.92,us,usb000s3dx,2014-08-16T17:32:16.446Z,"55km E of Yairipok, India",earthquake
2014-08-16T15:50:58.240Z,57.4529,120.7933,19.57,4.8,mb,,39,6.42,1.12,us,usb000s3ds,2014-08-16T23:53:37.619Z,"164km ENE of Chara, Russia",earthquake
2014-08-16T15:21:18.390Z,40.1777,145.4136,30.65,5,mb,,136,2.505,1.23,us,usb000s3dm,2014-08-16T23:24:06.145Z,"Off the east coast of Honshu, Japan",earthquake
2014-08-16T15:08:32.230Z,0.037,-78.2383,87.97,4.7,mb,,162,3.007,1.41,us,usb000s3dc,2014-08-17T16:36:33.766Z,"11km W of Cayambe, Ecuador",earthquake
2014-08-16T14:08:08.910Z,-7.1099,155.5807,35,4.6,mb,,96,4.468,0.51,us,usb000s3cz,2014-08-16T22:10:37.409Z,"88km S of Panguna, Papua New Guinea",earthquake
2014-08-16T13:43:39.560Z,6.8043,126.8059,94.83,4.9,mb,,78,1.246,1.09,us,usb000s3cp,2014-08-16T21:46:15.452Z,"48km SE of Tarragona, Philippines",earthquake
2014-08-16T12:39:03.910Z,10.4924,-67.4941,19.13,4.6,mb,,87,2.207,0.91,us,usb000s3cc,2014-08-17T03:20:54.617Z,"25km NE of El Limon, Venezuela",earthquake
2014-08-16T11:57:36.310Z,-2.9055,136.3264,38.23,4.8,mb,,43,4.072,0.93,us,usb000s3c6,2014-08-16T20:00:08.160Z,"106km ENE of Nabire, Indonesia",earthquake
2014-08-16T11:50:06.270Z,-2.8231,136.3188,42.1,4.5,mb,,122,4.066,1.08,us,usb000s3c5,2014-08-16T19:52:39.282Z,"110km ENE of Nabire, Indonesia",earthquake
2014-08-16T11:36:32.830Z,5.5236,-82.6422,10,4.4,mb,,83,4.681,0.85,us,usb000s3c3,2014-08-16T19:39:14.571Z,"278km S of Punta de Burica, Panama",earthquake
2014-08-16T10:54:25.010Z,36.8421,-97.8403,4.12,3.4,mb_lg,,123,0.166,0.34,us,usb000s3bx,2014-08-16T19:27:55.442Z,"10km WNW of Medford, Oklahoma",earthquake
2014-08-16T10:10:48.800Z,-20.0992,-70.9768,10,4.8,mb,,110,0.879,1.48,us,usb000s3bl,2014-08-20T15:45:04.000Z,"88km W of Iquique, Chile",earthquake
2014-08-16T09:42:58.740Z,-21.7417,-69.366,93.9,4.8,mb,,108,0.127,0.64,us,usb000s3bd,2014-08-17T00:36:26.000Z,"91km NNW of Calama, Chile",earthquake
2014-08-16T08:51:36.500Z,18.8581,-64.3507,46,2.9,Md,5,324,0.50485319,0.07,pr,pr14228006,2014-08-16T16:54:15.711Z,"56km NNE of Road Town, British Virgin Islands",earthquake
2014-08-16T08:30:10.120Z,-7.0343,125.0706,539.18,4.6,mb,,52,2.817,0.88,us,usb000s3b5,2014-08-16T16:32:41.139Z,"177km NNW of Dili, East Timor",earthquake
2014-08-16T08:03:56.790Z,27.7635,142.6842,29.4,4.5,mb,,116,0.799,0.89,us,usb000s3b8,2014-08-16T16:06:38.318Z,"88km NNE of Chichi-shima, Japan",earthquake
2014-08-16T08:01:47.200Z,18.0044,-66.7938,9,2.5,Md,17,154.8,0.08623827,0.25,pr,pr14228005,2014-08-16T16:04:16.785Z,"1km S of Guayanilla, Puerto Rico",earthquake
2014-08-16T07:52:57.970Z,-21.3689,-179.3442,610.51,4.3,mb,,103,4.361,0.74,us,usb000s3as,2014-08-16T15:55:33.647Z,"104km SW of Ndoi Island, Fiji",earthquake
2014-08-16T06:45:58.100Z,18.999,-67.069,8,3.2,Md,15,219.6,0.53000602,0.37,pr,pr14228001,2014-08-16T14:48:31.393Z,"55km N of Isabela, Puerto Rico",earthquake
2014-08-16T06:24:53.100Z,19.0984,-65.123,23,3.1,Md,7,273.6,0.75907642,0.28,pr,pr14228003,2014-08-16T14:27:35.261Z,"86km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake
2014-08-16T05:26:59.400Z,36.3092,-120.8535,8,2.7,Md,95,54,0.06288207,0.07,nc,nc72278551,2014-08-18T20:31:06.712Z,"26km ENE of King City, California",earthquake
2014-08-16T05:25:30.200Z,19.4617,-155.5928,52,2.6,ml,,61.1999951040004,0.008983153,0.24,hv,hv60751311,2014-08-18T21:02:27.569Z,"28km E of Honaunau-Napoopoo, Hawaii",earthquake
2014-08-16T04:50:12.500Z,19.0869,-68.0968,50,3,Md,7,262.8,0.62971901,0.28,pr,pr14228002,2014-08-16T12:52:38.837Z,"64km NNE of Punta Cana, Dominican Republic",earthquake
2014-08-16T04:13:36.440Z,32.5568,-109.1073,5,3.1,ml,,83,1.117,0.61,us,usb000s3a2,2014-08-16T18:22:39.278Z,"43km WNW of Lordsburg, New Mexico",earthquake
2014-08-16T03:10:08.520Z,-0.4424,98.1245,22.01,4.6,mb,,155,1.819,1.07,us,usb000s39q,2014-08-16T11:12:46.389Z,"122km NW of Sikabaluan, Indonesia",earthquake
2014-08-16T02:37:15.650Z,-17.1962,-172.9724,46.92,4.5,mb,,67,22.716,1.22,us,usb000s39l,2014-08-16T10:39:56.378Z,"160km SSE of Hihifo, Tonga",earthquake
2014-08-16T01:56:00.770Z,17.7057,-62.2274,53.85,4.3,mb,,77,0.422,0.56,us,usb000s39e,2014-08-16T12:06:25.437Z,"44km W of Codrington, Barbuda",earthquake
2014-08-15T23:43:05.000Z,62.6503,-152.7797,1,2.5,ml,,,,0.88,ak,ak11357725,2014-08-16T07:45:39.074Z,"142km WNW of Talkeetna, Alaska",earthquake
2014-08-15T21:42:31.900Z,42.9484,77.3814,28.26,5,mb,,35,0.89,0.76,us,usb000s37z,2014-08-18T14:12:57.230Z,"41km SSE of Talghar, Kazakhstan",earthquake
2014-08-15T21:15:10.100Z,41.3983,-126.0403,24,2.8,Ml,39,277.2,1.53611914,0.28,nc,nc72278391,2014-08-20T04:57:05.804Z,"158km WSW of Crescent City, California",earthquake
2014-08-15T20:48:47.330Z,2.1284,96.2804,28.33,4.4,mb,,206,1.531,0.76,us,usb000s36h,2014-08-16T15:26:53.752Z,"40km SSW of Sinabang, Indonesia",earthquake
2014-08-15T20:36:23.000Z,57.9025,-156.2504,129.5,3.4,ml,,,,0.42,ak,ak11357639,2014-08-16T15:16:04.000Z,"90km SSE of King Salmon, Alaska",earthquake
2014-08-15T18:48:52.110Z,-11.671,166.3633,77.11,4.9,mb,,105,3.841,0.73,us,usb000s33x,2014-08-16T15:04:22.000Z,"120km SSE of Lata, Solomon Islands",earthquake
2014-08-15T18:05:19.590Z,-15.15,-173.635,2.24,4.8,mb,,60,2.181,0.77,us,usb000s33d,2014-08-16T14:57:45.562Z,"89km N of Hihifo, Tonga",earthquake
2014-08-15T17:48:12.790Z,36.4833,70.269,209.11,4.3,mb,,116,0.686,1.03,us,usb000s331,2014-08-16T14:34:45.745Z,"38km ESE of Farkhar, Afghanistan",earthquake
2014-08-15T17:03:36.090Z,33.9503333,-118.7218333,12.63,3.36,ml,87,50,0.0889,0.25,ci,ci37258408,2014-08-19T01:58:49.075Z,"9km SSW of Malibu Beach, California",earthquake
2014-08-15T14:48:10.190Z,28.4761,51.6687,34.62,4.9,mb,,87,5.367,0.75,us,usb000s31s,2014-08-15T22:50:53.432Z,"97km SE of Bandar Bushehr, Iran",earthquake
2014-08-15T14:17:34.700Z,19.0881,-64.2776,24,3.2,Md,4,338.4,0.97287545,0.12,pr,pr14227013,2014-08-15T22:20:07.691Z,"82km NNE of Road Town, British Virgin Islands",earthquake
2014-08-15T12:24:44.050Z,36.8393,142.5318,22.37,4.6,mb,,128,3.487,1.06,us,usb000s2zh,2014-08-15T20:27:21.691Z,"148km E of Iwaki, Japan",earthquake
2014-08-15T12:09:02.400Z,36.8117,-97.7463,4.22,2.5,ml,,106,,0.68,us,usb000s2zp,2014-08-16T00:01:16.792Z,"1km WNW of Medford, Oklahoma",earthquake
2014-08-15T09:53:37.700Z,18.787,-64.486,5,2.6,Md,3,345.6,0.61983755,0.28,pr,pr14227011,2014-08-15T17:56:38.040Z,"43km NNE of Road Town, British Virgin Islands",earthquake
2014-08-15T08:47:36.400Z,19.617,-64.6512,53,3.1,Md,7,316.8,1.1929627,0.43,pr,pr14227010,2014-08-15T16:50:15.531Z,"132km N of Road Town, British Virgin Islands",earthquake
2014-08-15T08:34:55.110Z,14.4938,-92.6667,35,4.2,mb,,169,0.94,1.24,us,usb000s2xd,2014-08-15T16:37:33.218Z,"36km SW of Puerto Madero, Mexico",earthquake
2014-08-15T08:09:32.500Z,18.368,-67.412,2,2.7,Md,8,288,0.30093562,0.41,pr,pr14227009,2014-08-15T16:12:04.852Z,"17km W of Rincon, Puerto Rico",earthquake
2014-08-15T07:18:29.100Z,18.6142,-66.6969,72,2.8,Md,14,219.6,0.20840915,0.51,pr,pr14227008,2014-08-15T15:21:07.779Z,"15km N of Arecibo, Puerto Rico",earthquake
2014-08-15T06:32:40.300Z,36.051,-120.0283,10.1,2.9,Md,132,46.8,0.06288207,0.16,nc,nc72277966,2014-08-15T20:57:07.965Z,"7km NW of Kettleman City, California",earthquake
2014-08-15T04:53:45.300Z,18.8661,-64.4505,14,2.8,Md,7,306,0.47341215,0.11,pr,pr14227007,2014-08-15T12:56:35.113Z,"52km NNE of Road Town, British Virgin Islands",earthquake
2014-08-15T04:53:36.800Z,18.9465,-67.7595,47,3.2,Md,9,324,0.77704272,0.43,pr,pr14227006,2014-08-15T12:56:31.820Z,"79km ENE of Punta Cana, Dominican Republic",earthquake
2014-08-15T04:37:15.100Z,18.9123,-65.3356,67,3.1,Md,10,255.6,0.60276956,0.33,pr,pr14227004,2014-08-15T12:39:47.606Z,"67km N of Culebra, Puerto Rico",earthquake
2014-08-15T04:00:19.300Z,36.9342,27.3988,14.87,4.2,mb,,77,1.397,0.95,us,usb000s2us,2014-08-15T06:44:28.533Z,"10km ENE of Kos, Greece",earthquake
2014-08-15T03:57:18.800Z,34.3018333,-116.4428333,9.74,3.8,ml,121,27,0.05096,0.16,ci,ci15538561,2014-08-20T23:38:47.450Z,"20km N of Yucca Valley, California",earthquake
2014-08-15T03:19:50.350Z,41.578,142.6815,61.14,4.4,mb,,134,0.563,0.79,us,usb000s2um,2014-08-15T22:17:26.000Z,"87km SSE of Shizunai, Japan",earthquake
2014-08-15T03:01:46.600Z,36.3112,-120.8578,7.9,2.9,Md,89,50.4,0.06288207,0.07,nc,nc72277866,2014-08-15T20:28:04.631Z,"26km ENE of King City, California",earthquake
2014-08-15T02:49:35.610Z,35.8923,-97.1693,3.14,2.9,mb_lg,,52,0.202,0.43,us,usb000s2ui,2014-08-15T16:52:56.887Z,"9km SE of Langston, Oklahoma",earthquake
2014-08-15T02:03:48.000Z,-20.34,-68.802,122.1,4.4,mb,,,,0.92,us,usb000s2ub,2014-08-15T21:13:23.502Z,"140km E of Iquique, Chile",earthquake
2014-08-15T02:03:22.310Z,21.6265,121.1386,28.06,4.2,mb,,118,1.186,0.63,us,usb000s2uc,2014-08-15T21:59:56.000Z,"58km SE of Hengchun, Taiwan",earthquake
2014-08-15T01:40:54.400Z,19.0275,-66.6368,64,2.9,Md,12,284.4,0.55695548,0.34,pr,pr14227002,2014-08-15T09:43:32.549Z,"62km N of Arecibo, Puerto Rico",earthquake
2014-08-15T00:15:08.000Z,53.0961,-161.9286,20,2.6,ml,,,,0.91,ak,ak11357460,2014-08-15T15:53:41.929Z,"218km SSE of False Pass, Alaska",earthquake
2014-08-15T00:13:19.000Z,19.0998,-66.6234,42,3.3,Md,17,273.6,0.62432912,0.28,pr,pr14227001,2014-08-15T08:15:57.855Z,"70km N of Arecibo, Puerto Rico",earthquake
2014-08-15T00:09:42.900Z,19.1257,-66.6635,37,3.1,Md,12,277.2,0.65666847,0.23,pr,pr14227000,2014-08-15T08:12:11.184Z,"72km N of Arecibo, Puerto Rico",earthquake
2014-08-14T23:20:33.520Z,36.3492,-97.1297,5,2.7,mb_lg,,38,0.384,1.04,us,usb000s2tt,2014-08-15T07:23:10.317Z,"15km ENE of Perry, Oklahoma",earthquake
2014-08-14T22:09:17.510Z,51.9069,178.4982,115,4.9,mb,,84,0.728,0.68,us,usb000s2te,2014-08-15T06:11:46.314Z,"4km S of Little Sitkin Island, Alaska",earthquake
2014-08-14T22:03:12.660Z,32.1316667,-115.1486667,25.67,2.83,ml,10,241,0.1815,0.28,ci,ci15538465,2014-08-14T23:44:12.990Z,"10km S of Alberto Oviedo Mota, Mexico",earthquake
2014-08-14T21:37:48.000Z,18.8484,-64.702,8,2.7,Md,3,320.4,0.54797232,0.05,pr,pr14226012,2014-08-15T05:40:18.221Z,"48km N of Road Town, British Virgin Islands",earthquake
2014-08-14T21:22:52.000Z,60.9102,-150.7966,48.4,2.6,ml,,,,0.86,ak,ak11357405,2014-08-15T05:25:27.795Z,"36km NE of Nikiski, Alaska",earthquake
2014-08-14T20:22:50.920Z,21.6508,121.0443,25.02,4.7,mb,,54,1.161,0.83,us,usb000s2rx,2014-08-15T04:25:58.098Z,"49km SE of Hengchun, Taiwan",earthquake
2014-08-14T19:28:45.000Z,58.8883,-154.3689,100,2.6,ml,,,,1.09,ak,ak11357392,2014-08-15T03:31:12.771Z,"100km SSE of Old Iliamna, Alaska",earthquake
2014-08-14T19:25:24.500Z,19.1035,-66.6604,39,2.9,Md,6,288,0.75727978,0.18,pr,pr14226013,2014-08-15T03:27:59.431Z,"70km N of Arecibo, Puerto Rico",earthquake
2014-08-14T19:12:07.500Z,19.524,-65.3113,73,3.1,Md,3,334.8,1.20913237,0.07,pr,pr14226011,2014-08-15T03:14:40.943Z,"133km NNE of Vieques, Puerto Rico",earthquake
2014-08-14T19:04:38.540Z,36.3591,-97.1241,5,2.8,ml,,38,0.384,0.6,us,usb000s2r9,2014-08-15T16:36:01.821Z,"16km ENE of Perry, Oklahoma",earthquake
2014-08-14T18:47:42.200Z,18.8416,-64.3772,65,2.9,Md,4,338.4,0.73212696,0.11,pr,pr14226010,2014-08-15T02:50:13.959Z,"53km NNE of Road Town, British Virgin Islands",earthquake
2014-08-14T17:25:07.180Z,0.8307,146.1357,10,4.9,mb,,58,7.82,0.75,us,usb000s2ms,2014-08-15T01:27:35.687Z,"Federated States of Micronesia region",earthquake
2014-08-14T17:09:51.920Z,27.9732,128.1343,36.96,4.9,mb,,90,1.139,1.7,us,usb000s2mp,2014-08-25T16:37:17.000Z,"139km WSW of Naze, Japan",earthquake
2014-08-14T16:38:05.200Z,35.3781,-96.494,5,2.8,ml,,83,,1.09,us,usb000s31u,2014-08-15T18:33:14.680Z,"12km S of Boley, Oklahoma",earthquake
2014-08-14T15:06:00.030Z,12.0394,-87.7633,31.18,3.9,mwr,,197,0.968,0.69,us,usb000s2m7,2014-08-15T13:19:23.574Z,"80km SW of Corinto, Nicaragua",earthquake
2014-08-14T14:15:32.010Z,35.8493,-97.2921,5,3.1,mb_lg,,63,0.137,0.56,us,usb000s2lv,2014-08-14T20:20:04.405Z,"11km SSW of Langston, Oklahoma",earthquake
2014-08-14T13:58:37.370Z,33.2088333,-115.9855,7.28,2.65,ml,68,27,0.07108,0.19,ci,ci15538321,2014-08-14T21:33:44.266Z,"10km SSW of Salton City, California",earthquake
2014-08-14T13:54:32.100Z,19.2611,-68.1689,27,3.2,Md,12,273.6,0.76895788,0.5,pr,pr14226005,2014-08-14T22:04:54.530Z,"79km NNE of Punta Cana, Dominican Republic",earthquake
2014-08-14T13:44:11.200Z,36.4952,70.4218,223.72,4.3,mb,,73,0.641,0.94,us,usb000s2ll,2014-08-14T21:46:50.304Z,"51km E of Farkhar, Afghanistan",earthquake
2014-08-14T13:36:27.800Z,18.6711,-67.526,9,2.7,Md,5,298.8,0.28746089,0.31,pr,pr14226009,2014-08-14T21:39:11.166Z,"46km NW of Rincon, Puerto Rico",earthquake
2014-08-14T13:28:03.000Z,18.9489,-63.737,25,3.3,Md,4,349.2,0.9872485,0.15,pr,pr14226008,2014-08-14T21:30:29.823Z,"108km NW of The Valley, Anguilla",earthquake
2014-08-14T12:28:00.290Z,35.8369,28.2755,10,4.1,mb,,133,1.602,1.39,us,usb000s2l8,2014-08-15T05:12:07.870Z,"36km SE of Lardos, Greece",earthquake
