time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2014-08-21T23:16:41.000Z,59.8288,-141.4392,15.2,2.5,ml,,,,0.77,ak,ak11363382,2014-08-22T07:19:25.706Z,"61km ESE of Cape Yakataga, Alaska",earthquake
2014-08-21T23:15:27.880Z,32.6518,47.5536,10,4.3,mb,,169,6.732,0.68,us,usb000s55x,2014-08-22T07:18:27.185Z,"27km E of Dehloran, Iran",earthquake
2014-08-21T23:14:46.760Z,-26.4749,27.7395,10,4.6,mb,,82,2.418,0.74,us,usb000s561,2014-08-22T23:45:27.476Z,"12km W of Orange Farm, South Africa",earthquake
2014-08-21T22:24:32.000Z,51.9309,178.412,132.5,2.8,ml,,,,0.47,ak,ak11363370,2014-08-22T06:27:16.689Z,"6km WSW of Little Sitkin Island, Alaska",earthquake
2014-08-21T21:46:11.233Z,41.8914,-119.6306,1.1251,3.18,ml,4,103.94,0.501,0.0315,nn,nn00456843,2014-08-24T17:52:09.066Z,"74km SE of Lakeview, Oregon",earthquake
2014-08-21T21:44:58.700Z,1.1442,121.4146,42.3,4.8,mb,,74,2.56,0.73,us,usb000s554,2014-08-22T05:58:53.192Z,"2km N of Lamadong, Indonesia",earthquake
2014-08-21T19:30:35.710Z,31.6186667,-116.0101667,11.93,2.56,ml,8,182,0.3886,0.09,ci,ci37260560,2014-08-22T03:33:31.700Z,"53km ESE of Maneadero, Mexico",earthquake
2014-08-21T16:00:54.090Z,-16.0242,-177.9615,35.42,4.5,mb,,133,4.181,0.64,us,usb000s516,2014-08-22T14:49:54.104Z,"192km S of Sigave, Wallis and Futuna",earthquake
2014-08-21T15:55:49.000Z,36.5134,-99.017,5,2.6,ml,,193,,0.78,us,usb000s51n,2014-08-22T14:41:25.746Z,"18km ENE of Mooreland, Oklahoma",earthquake
2014-08-21T15:20:47.540Z,39.6122,143.6065,28.06,4.3,mb,,142,2.424,1.26,us,usb000s4zd,2014-08-22T14:33:16.950Z,"142km E of Miyako, Japan",earthquake
2014-08-21T13:37:43.000Z,59.9407,-153.1297,100,2.9,ml,,,,1,ak,ak11362977,2014-08-21T21:40:11.070Z,"64km SSW of Redoubt Volcano, Alaska",earthquake
2014-08-21T12:51:03.500Z,19.5018,-64.4281,34,2.5,Md,3,345.6,1.43550782,0.05,pr,pr14233009,2014-08-21T20:54:03.080Z,"121km N of Road Town, British Virgin Islands",earthquake
2014-08-21T12:46:38.400Z,19.2467,-64.4057,29,3.1,Md,6,316.8,0.84890794,0.18,pr,pr14233010,2014-08-21T20:49:18.887Z,"94km NNE of Road Town, British Virgin Islands",earthquake
2014-08-21T12:45:17.300Z,37.4995,-118.8043,9.5,2.8,Md,41,57.6,0.06288207,0.05,nc,nc72281186,2014-08-21T19:01:08.247Z,"22km SE of Mammoth Lakes, California",earthquake
2014-08-21T12:27:40.790Z,2.9828,125.9876,119.7,4.8,mb,,46,2.592,1.2,us,usb000s4xz,2014-08-21T20:30:20.399Z,"192km NNE of Bitung, Indonesia",earthquake
2014-08-21T11:49:44.000Z,63.0732,-150.3893,100,3.2,ml,,,,0.8,ak,ak11362906,2014-08-21T19:52:19.973Z,"80km WSW of Cantwell, Alaska",earthquake
2014-08-21T10:45:50.000Z,59.5598,-152.9235,99.5,2.7,ml,,,,0.66,ak,ak11362847,2014-08-21T18:48:25.383Z,"66km WSW of Anchor Point, Alaska",earthquake
2014-08-21T10:39:45.720Z,-21.0347,-178.7137,528.78,4.5,mb,,79,4.474,0.89,us,usb000s4xf,2014-08-21T18:42:12.918Z,"42km S of Ndoi Island, Fiji",earthquake
2014-08-21T10:22:09.650Z,-8.3388,116.1214,7.51,4.4,mb,,67,1.952,0.62,us,usb000s58v,2014-08-22T07:23:39.231Z,"3km NW of Prawira, Indonesia",earthquake
2014-08-21T09:01:00.460Z,-17.6985,-172.9826,10,5,mb,,79,21.148,1.41,us,usb000s4vh,2014-08-21T17:03:42.999Z,"149km NE of Neiafu, Tonga",earthquake
2014-08-21T08:11:19.260Z,32.4232,76.4716,10,4.9,mb,,56,2.955,1.04,us,usb000s4v3,2014-08-22T06:49:11.407Z,"24km NE of Dharmsala, India",earthquake
2014-08-21T08:09:55.380Z,-2.7212,-77.8648,90.42,4.5,mb,,142,2.996,1.06,us,usb000s4v5,2014-08-21T16:12:37.803Z,"43km SE of Sucua, Ecuador",earthquake
2014-08-21T06:34:26.610Z,48.5923,155.3289,31.87,4.6,mb,,133,4.764,0.68,us,usb000s4te,2014-08-21T14:37:05.219Z,"239km SSW of Severo-Kuril'sk, Russia",earthquake
2014-08-21T06:33:12.900Z,18.9106,-64.5544,30,2.7,Md,4,316.8,0.49407341,0.23,pr,pr14233005,2014-08-21T14:35:51.691Z,"55km N of Road Town, British Virgin Islands",earthquake
2014-08-21T06:22:29.060Z,-21.6036,-179.1838,586.58,4.5,mb,,58,4.638,0.72,us,usb000s4t9,2014-08-21T14:25:08.765Z,"116km SSW of Ndoi Island, Fiji",earthquake
2014-08-21T05:56:43.800Z,18.701,-65.527,41,2.7,Md,6,244.8,0.45364922,0.14,pr,pr14233004,2014-08-21T13:59:17.732Z,"41km NNE of Luquillo, Puerto Rico",earthquake
2014-08-21T05:23:36.670Z,31.2505,-115.897,10.12,3,ml,4,196,0.4225,0.11,ci,ci37260392,2014-08-21T19:20:53.017Z,"47km NNE of Camalu, Mexico",earthquake
2014-08-21T04:43:01.000Z,51.8159,178.4315,116.9,2.6,ml,,,,0.5,ak,ak11362652,2014-08-21T17:09:48.329Z,"15km SSW of Little Sitkin Island, Alaska",earthquake
2014-08-21T04:33:49.600Z,36.6868,-121.0132,8.5,3.8,Mw,92,54,0.17966306,0.23,nc,nc72281046,2014-08-25T07:59:12.426Z,"34km ESE of Ridgemark, California",earthquake
2014-08-21T04:22:13.000Z,61.0951,-152.5704,31.1,2.5,ml,,,,1.75,ak,ak11362623,2014-08-21T12:24:39.823Z,"68km N of Redoubt Volcano, Alaska",earthquake
2014-08-21T03:45:08.400Z,19.0345,-64.2163,24,3.1,Md,5,327.6,0.72224549,0.12,pr,pr14233003,2014-08-21T11:47:40.726Z,"80km NNE of Road Town, British Virgin Islands",earthquake
2014-08-21T03:41:01.000Z,63.8712,-148.8438,108.1,3.5,ml,,,,0.43,ak,ak11362581,2014-08-21T17:00:21.088Z,"6km ENE of Healy, Alaska",earthquake
2014-08-21T03:35:31.000Z,51.9107,178.3286,121.7,3.5,ml,,,,0.44,ak,ak11362571,2014-08-21T17:00:29.499Z,"12km WSW of Little Sitkin Island, Alaska",earthquake
2014-08-21T03:04:26.000Z,52.8536,-169.5543,4.2,3.7,ml,,,,0.65,ak,ak11362558,2014-08-21T17:00:33.444Z,"47km WSW of Nikolski, Alaska",earthquake
2014-08-21T03:01:18.000Z,56.7787,-155.1727,71.6,2.8,ml,,,,0.55,ak,ak11362556,2014-08-21T11:04:03.092Z,"109km NNE of Chirikof Island, Alaska",earthquake
2014-08-21T02:11:32.470Z,-5.2214,150.6521,12.34,5.8,mwp,,22,1.821,1.18,us,usb000s4s2,2014-08-25T16:37:28.000Z,"67km ENE of Kimbe, Papua New Guinea",earthquake
2014-08-21T01:59:52.600Z,18.5671,-65.3645,102,2.9,Md,4,237.6,0.44466607,0.07,pr,pr14233002,2014-08-21T10:02:21.473Z,"29km NNW of Culebra, Puerto Rico",earthquake
2014-08-21T00:50:46.800Z,18.0485,-65.0162,24,2.5,Md,5,133.2,0.30722383,0.23,pr,pr14233001,2014-08-21T08:53:14.607Z,"33km SSW of Charlotte Amalie, U.S. Virgin Islands",earthquake
2014-08-21T00:46:09.770Z,32.3288333,-115.3745,15.79,2.6,ml,20,142,0.1079,0.44,ci,ci37260288,2014-08-21T17:55:22.243Z,"17km W of Delta, Mexico",earthquake
2014-08-21T00:37:32.000Z,51.7909,178.3255,119.8,3,ml,,,,0.78,ak,ak11362479,2014-08-21T08:39:59.553Z,"21km SW of Little Sitkin Island, Alaska",earthquake
2014-08-20T23:38:36.800Z,40.3215,-126.8345,2.4,2.9,Ml,17,316.8,1.91341156,0.33,nc,nc72280951,2014-08-23T09:18:03.559Z,"219km W of Ferndale, California",earthquake
2014-08-20T23:29:43.390Z,-2.6591,138.5352,49.56,4.4,mb,,52,6.284,0.79,us,usb000s4re,2014-08-21T07:32:16.625Z,"227km W of Abepura, Indonesia",earthquake
2014-08-20T23:24:25.580Z,40.2578333,-126.8141667,4.41,2.94,ml,11,337,1.936,0.49,nc,nc72280941,2014-08-23T09:03:06.977Z,"219km W of Ferndale, California",earthquake
2014-08-20T23:18:20.300Z,-59.0955,-17.1211,10,5.1,mb,,76,11.669,0.49,us,usb000s4rb,2014-08-25T16:37:27.000Z,"East of the South Sandwich Islands",earthquake
2014-08-20T22:54:00.810Z,36.2533,-97.0825,5,2.8,mb_lg,,66,0.313,0.42,us,usb000s4sx,2014-08-21T17:07:14.972Z,"15km N of Stillwater, Oklahoma",earthquake
2014-08-20T21:34:46.000Z,61.4407,-150.6769,39.9,2.7,ml,,,,0.64,ak,ak11362324,2014-08-21T05:37:12.229Z,"39km WSW of Big Lake, Alaska",earthquake
2014-08-20T21:24:38.010Z,-11.7966,165.1427,10,4.8,mb,,112,5.618,0.48,us,usb000s4qj,2014-08-21T05:27:10.975Z,"141km SSW of Lata, Solomon Islands",earthquake
2014-08-20T20:21:49.320Z,52.4223,175.3648,10,5,mb,,97,0.829,0.93,us,usb000s4ph,2014-08-21T04:24:29.778Z,"38km W of Buldir Island, Alaska",earthquake
2014-08-20T20:12:37.920Z,52.5211,175.397,4.28,5.4,mb,,29,0.816,0.83,us,usb000s4pb,2014-08-25T16:37:25.000Z,"40km WNW of Buldir Island, Alaska",earthquake
2014-08-20T20:01:02.990Z,-5.6008,150.921,7.49,4.5,mb,,138,1.869,0.72,us,usb000s4nz,2014-08-21T04:03:35.816Z,"86km E of Kimbe, Papua New Guinea",earthquake
2014-08-20T19:38:24.730Z,33.2117,138.1088,306.46,5.3,mb,,20,1.433,0.73,us,usb000s4nk,2014-08-21T03:40:56.948Z,"154km S of Oyama, Japan",earthquake
2014-08-20T19:03:17.790Z,32.735,47.5174,10,4.3,mb,,123,6.645,0.72,us,usb000s4ml,2014-08-21T03:05:59.458Z,"23km E of Dehloran, Iran",earthquake
2014-08-20T16:33:58.790Z,37.2481,-97.9628,6.76,3.1,mb_lg,,98,0.022,0.4,us,usb000s4lf,2014-08-20T22:50:25.354Z,"7km SE of Harper, Kansas",earthquake
2014-08-20T16:02:12.000Z,58.9468,-152.3649,62.8,2.9,ml,,,,0.33,ak,ak11361794,2014-08-21T00:04:39.342Z,"90km SSW of Homer, Alaska",earthquake
2014-08-20T15:22:40.000Z,56.5649,-158.108,90.8,2.6,ml,,,,0.78,ak,ak11361760,2014-08-20T23:25:21.592Z,"53km NE of Chignik Lake, Alaska",earthquake
2014-08-20T14:23:02.000Z,56.0123,-161.8569,100,2.8,ml,,,,2.08,ak,ak11361741,2014-08-20T22:25:29.948Z,"106km NNE of Cold Bay, Alaska",earthquake
2014-08-20T13:52:26.600Z,35.8862,-97.2681,4.474,2.5,ml,,66,,0.6,us,usb000s4kt,2014-08-20T21:35:19.768Z,"6km S of Langston, Oklahoma",earthquake
2014-08-20T13:10:22.641Z,41.8909,-119.6337,0,2.57,ml,4,218.2,0.498,0.1116,nn,nn00456632,2014-08-20T21:13:04.975Z,"67km ESE of Lakeview, Oregon",earthquake
2014-08-20T12:51:06.280Z,21.7067,143.0569,281.31,4.3,mb,,87,5.423,0.96,us,usb000s4jp,2014-08-20T20:53:47.049Z,"230km NW of Farallon de Pajaros, Northern Mariana Islands",earthquake
2014-08-20T11:31:59.430Z,35.8962,-97.2177,5,3.3,mb_lg,,59,0.191,0.59,us,usb000s4jb,2014-08-21T02:34:28.498Z,"6km SSE of Langston, Oklahoma",earthquake
2014-08-20T11:14:34.160Z,32.2313333,-115.2378333,20,3.36,ml,19,188,0.1546,0.4,ci,ci37259944,2014-08-22T00:05:31.330Z,"6km W of Alberto Oviedo Mota, Mexico",earthquake
2014-08-20T11:01:39.500Z,35.894,-97.2292,7.22,3.2,mb_lg,,60,0.186,0.41,us,usb000s4iv,2014-08-21T02:33:22.865Z,"6km SSE of Langston, Oklahoma",earthquake
2014-08-20T10:28:38.060Z,32.5983,47.6531,10,4.2,mb,,156,10.693,0.45,us,usb000s4iq,2014-08-20T18:31:12.860Z,"37km ESE of Dehloran, Iran",earthquake
2014-08-20T10:14:15.690Z,32.6405,47.8051,10,5.7,mwp,,43,6.855,0.8,us,usb000s4if,2014-08-25T16:37:24.000Z,"50km E of Dehloran, Iran",earthquake
2014-08-20T09:04:00.000Z,51.3379,-177.2803,37.1,3.5,ml,,,,0.7,ak,ak11361527,2014-08-20T19:54:50.842Z,"74km SW of Adak, Alaska",earthquake
2014-08-20T08:34:19.200Z,36.7813,-121.3893,3.3,2.8,Ml,71,25.2,0.03593261,0.1,nc,nc72280531,2014-08-25T08:47:16.696Z,"4km SSW of Ridgemark, California",earthquake
2014-08-20T07:35:16.000Z,60.059,-145.6261,5,2.5,ml,,,,0.98,ak,ak11361500,2014-08-20T19:43:30.420Z,"54km S of Cordova, Alaska",earthquake
2014-08-20T07:33:29.000Z,59.9628,-153.5572,164.8,2.7,ml,,,,0.6,ak,ak11361492,2014-08-20T19:54:47.229Z,"73km SW of Redoubt Volcano, Alaska",earthquake
2014-08-20T07:30:15.000Z,52.0352,176.6236,76.8,3.3,ml,,,,0.79,ak,ak11361490,2014-08-20T19:43:37.747Z,"59km SE of Buldir Island, Alaska",earthquake
2014-08-20T05:36:30.000Z,52.3651,-170.0672,25.8,3.1,ml,,,,0.79,ak,ak11361438,2014-08-20T18:10:02.368Z,"52km SE of Yunaska Island, Alaska",earthquake
2014-08-20T04:37:00.500Z,35.8708,-121.4832,10.8,2.8,Md,112,194.4,0.09881468,0.15,nc,nc72280446,2014-08-21T04:43:22.742Z,"36km NW of San Simeon, California",earthquake
2014-08-20T04:05:15.020Z,38.9668333,-111.41,5.73,3.27,ml,29,75,0.1869,0.17,uu,uu60081707,2014-08-21T18:58:50.903Z,"27km WSW of Ferron, Utah",earthquake
2014-08-20T02:19:00.000Z,60.0552,-153.5,100,2.5,ml,,,,2.61,ak,ak11361396,2014-08-20T10:21:28.798Z,"63km SW of Redoubt Volcano, Alaska",earthquake
2014-08-20T01:11:41.830Z,-3.8071,137.64,60.4,4.9,mb,,126,5.453,1.17,us,usb000s4gh,2014-08-20T09:14:22.612Z,"143km E of Enarotali, Indonesia",earthquake
2014-08-20T00:30:51.760Z,50.8952,173.3084,9.92,4.5,mb,,136,1.903,0.99,us,usb000s4ga,2014-08-20T08:33:28.333Z,"211km SSW of Shemya Island, Alaska",earthquake
2014-08-20T00:22:31.000Z,51.8276,178.3253,99.2,3.4,ml,,,,1,ak,ak11361337,2014-08-20T08:25:11.187Z,"18km SW of Little Sitkin Island, Alaska",earthquake
2014-08-20T00:11:38.580Z,49.5655,154.8975,102.7,4.2,mb,,167,3.958,0.59,us,usb000s4g4,2014-08-20T08:14:18.137Z,"151km SW of Severo-Kuril'sk, Russia",earthquake
2014-08-19T23:51:51.000Z,-20.732,-70.714,41.3,4.3,mb,,,,1.13,us,usb000s4qi,2014-08-20T22:07:31.384Z,"82km SW of Iquique, Chile",earthquake
2014-08-19T23:37:30.200Z,0.4315,146.2832,14.95,4.6,mb,,89,14.624,1.15,us,usb000s4ft,2014-08-20T07:40:09.523Z,"292km NNW of Lorengau, Papua New Guinea",earthquake
2014-08-19T23:30:04.580Z,32.6336,47.5473,10,4.4,mb,,123,9.352,0.95,us,usb000s4fn,2014-08-20T07:32:44.312Z,"27km ESE of Dehloran, Iran",earthquake
2014-08-19T23:12:52.950Z,-20.7534,-70.6742,19.07,4.6,mb,,140,0.498,0.99,us,usb000s4fd,2014-08-20T16:13:17.000Z,"80km SW of Iquique, Chile",earthquake
2014-08-19T23:07:16.900Z,35.7641,-97.4698,5,2.7,ml,,104,,0.38,us,usb000s4fm,2014-08-20T11:28:53.983Z,"12km N of Edmond, Oklahoma",earthquake
2014-08-19T22:42:33.220Z,-14.8747,66.2944,10,4.8,mb,,60,18.696,0.69,us,usb000s4fj,2014-08-20T06:45:35.102Z,"Mid-Indian Ridge",earthquake
2014-08-19T22:27:18.880Z,36.9177,69.3493,18.39,4.1,mb,,62,1.003,1.39,us,usb000s4en,2014-08-20T22:11:11.598Z,"21km SSW of Art Khwajah, Afghanistan",earthquake
2014-08-19T21:32:17.870Z,32.8241,47.5958,10,5.3,mb,,40,9.173,1.05,us,usb000s4e8,2014-08-20T05:34:56.334Z,"24km SE of Abdanan, Iran",earthquake
2014-08-19T20:28:07.220Z,-3.2908,139.8128,29.95,4.7,mb,,47,9.495,1.39,us,usb000s4dm,2014-08-20T15:45:22.434Z,"112km SW of Abepura, Indonesia",earthquake
2014-08-19T19:14:40.171Z,41.8833,-119.6352,3.4478,3.11,ml,4,219.41,0.498,0.0542,nn,nn00456574,2014-08-20T15:21:27.000Z,"67km ESE of Lakeview, Oregon",earthquake
2014-08-19T19:14:09.074Z,41.8749,-119.6314,1.7111,2.84,ml,5,220.89,0.501,0.1506,nn,nn00456572,2014-08-20T15:11:23.000Z,"68km ESE of Lakeview, Oregon",earthquake
2014-08-19T19:08:28.000Z,62.1545,-149.3178,25.9,2.8,ml,,,,0.63,ak,ak11360691,2014-08-20T14:56:24.000Z,"27km E of Y, Alaska",earthquake
2014-08-19T18:19:57.600Z,-52.9107,9.7996,11.07,5.1,mb,,70,22.011,1.06,us,usb000s4bw,2014-08-20T14:30:16.827Z,"Southwest of Africa",earthquake
2014-08-19T17:59:11.300Z,32.5521,47.6472,10.92,4.5,mb,,94,9.45,0.74,us,usb000s4bf,2014-08-20T14:16:48.177Z,"38km ESE of Dehloran, Iran",earthquake
2014-08-19T17:16:50.200Z,17.7975,-65.594,16,2.5,Md,4,291.6,0.30093562,0.03,pr,pr14231004,2014-08-20T13:20:58.000Z,"35km SSW of Esperanza, Puerto Rico",earthquake
2014-08-19T17:15:33.400Z,35.8097,-97.4413,3.989,2.7,ml,,102,,0.77,us,usb000s4b3,2014-08-20T13:26:19.836Z,"7km S of Guthrie, Oklahoma",earthquake
2014-08-19T17:12:20.630Z,5.5628,126.3845,60.08,5,mb,,58,1.697,0.84,us,usb000s4as,2014-08-20T13:30:44.012Z,"91km ESE of Caburan, Philippines",earthquake
2014-08-19T17:02:59.020Z,36.1686,66.6067,19.03,4.2,mb,,116,2.569,1.38,us,usb000s4ah,2014-08-20T13:37:56.768Z,"26km NW of Lab-Sar, Afghanistan",earthquake
2014-08-19T16:58:52.500Z,19.1026,-64.429,58,2.6,Md,4,316.8,0.7051775,0.12,pr,pr14231003,2014-08-20T01:01:33.743Z,"78km NNE of Road Town, British Virgin Islands",earthquake
2014-08-19T16:11:58.000Z,-27.618,-70.996,50.7,4,mb,,,,2.57,us,usb000s49q,2014-08-20T00:14:41.399Z,"71km WSW of Copiapo, Chile",earthquake
2014-08-19T15:38:18.180Z,-22.0481,-179.5004,609.99,5.2,mb,,33,4.86,0.67,us,usd000477j,2014-08-19T23:40:55.258Z,"175km SSW of Ndoi Island, Fiji",earthquake
2014-08-19T15:16:37.130Z,32.6095,-109.1388,5,3.2,ml,,81,1.145,0.65,us,usb000s48s,2014-08-19T23:14:18.300Z,"49km NW of Lordsburg, New Mexico",earthquake
2014-08-19T14:43:47.500Z,32.79,47.72,14,4.1,mb,,,,0.58,us,usb000s48f,2014-08-19T22:46:20.584Z,"35km SE of Abdanan, Iran",earthquake
2014-08-19T14:43:19.000Z,63.1033,-151.4587,2,2.6,ml,,,,0.92,ak,ak11360376,2014-08-19T22:45:55.399Z,"110km NW of Talkeetna, Alaska",earthquake
2014-08-19T14:27:17.936Z,41.8923,-119.6353,0,2.73,ml,5,217.92,0.497,0.1072,nn,nn00456489,2014-08-20T15:13:12.775Z,"67km ESE of Lakeview, Oregon",earthquake
2014-08-19T13:43:31.860Z,-5.0962,152.7695,58.68,4.7,mb,,70,1.083,0.67,us,usb000s46s,2014-08-19T21:46:23.766Z,"75km SSW of Taron, Papua New Guinea",earthquake
2014-08-19T13:38:23.760Z,36.9349,-5.5504,16.81,4.5,mb,,51,0.253,0.59,us,usb000s46p,2014-08-19T21:40:54.476Z,"1km NNW of Puerto Serrano, Spain",earthquake
2014-08-19T13:26:23.360Z,42.9496,145.6344,43.92,5.1,mb,,131,2.056,0.64,us,usb000s46j,2014-08-19T21:28:53.871Z,"41km S of Nemuro, Japan",earthquake
2014-08-19T13:16:54.300Z,35.5916,-97.3782,5.715,2.5,ml,,45,,0.61,us,usb000s46z,2014-08-20T00:58:20.562Z,"7km N of Spencer, Oklahoma",earthquake
2014-08-19T13:04:48.317Z,41.8888,-119.6346,0,2.78,ml,5,218.53,0.498,0.1399,nn,nn00456482,2014-08-19T21:07:21.607Z,"67km ESE of Lakeview, Oregon",earthquake
2014-08-19T12:41:35.220Z,35.8186,-97.4718,3.46,4.2,mb,,29,0.025,0.69,us,usb000s45z,2014-08-25T09:57:31.125Z,"7km SSW of Guthrie, Oklahoma",earthquake
2014-08-19T12:16:19.220Z,32.5554,47.7497,10,4.3,mb,,123,10.028,1.17,us,usb000s45v,2014-08-19T20:18:58.030Z,"47km ESE of Dehloran, Iran",earthquake
2014-08-19T11:21:59.000Z,51.893,-176.3954,51.5,3.3,ml,,,,0.49,ak,ak11360264,2014-08-19T20:09:34.502Z,"18km E of Adak, Alaska",earthquake
2014-08-19T10:32:52.660Z,32.5211,47.6949,10,4.7,mb,,123,10.085,0.89,us,usb000s45j,2014-08-19T18:35:23.893Z,"44km ESE of Dehloran, Iran",earthquake
2014-08-19T10:11:22.000Z,60.0265,-153.0859,134.3,4,ml,,,,0.61,ak,ak11360224,2014-08-19T18:13:53.094Z,"57km SSW of Redoubt Volcano, Alaska",earthquake
2014-08-19T09:13:16.404Z,41.8946,-119.6309,1.2754,3.42,ml,6,103.79,0.5,0.1977,nn,nn00456465,2014-08-20T04:22:01.328Z,"68km SE of Lakeview, Oregon",earthquake
2014-08-19T08:40:26.150Z,45.7312,-74.7365,14.32,2.5,mb_lg,,,,0.95,us,usb000s5mh,2014-08-23T06:32:54.732Z,"17km NNW of Hawkesbury, Canada",earthquake
2014-08-19T08:25:48.290Z,-4.8332,150.8119,24.82,4.9,mb,,75,1.491,0.85,us,usb000s44j,2014-08-19T16:29:10.801Z,"108km NE of Kimbe, Papua New Guinea",earthquake
2014-08-19T08:23:39.000Z,60.2914,-151.4658,55.1,2.7,ml,,,,0.7,ak,ak11360195,2014-08-19T16:26:14.666Z,"12km SW of Cohoe, Alaska",earthquake
2014-08-19T08:05:07.180Z,-15.4843,167.5061,157.7,4.6,mb,,56,6.628,1.02,us,usb000s437,2014-08-20T13:53:23.281Z,"36km E of Luganville, Vanuatu",earthquake
2014-08-19T08:03:38.926Z,41.857,-119.635,1.3701,3.02,ml,6,105.2,0.5,0.1199,nn,nn00456464,2014-08-20T03:14:39.684Z,"69km ESE of Lakeview, Oregon",earthquake
2014-08-19T07:37:35.400Z,19.7982,-68.013,9,3.4,Md,12,324,1.57295006,0.36,pr,pr14231001,2014-08-19T15:40:05.999Z,"140km NNE of Punta Cana, Dominican Republic",earthquake
2014-08-19T07:27:50.060Z,34.333,-120.2658333,0.03,2.88,ml,39,121,0.2135,0.35,ci,ci37259504,2014-08-19T20:27:24.584Z,"31km SSW of Solvang, California",earthquake
2014-08-19T06:56:03.000Z,57.2725,-157.0603,100,2.6,ml,,,,0.79,ak,ak11360187,2014-08-19T14:58:39.430Z,"153km NE of Chignik Lake, Alaska",earthquake
2014-08-19T06:46:05.193Z,41.8897,-119.6262,0.6713,3.23,ml,5,123.5,0.504,0.0762,nn,nn00456460,2014-08-20T03:26:09.070Z,"69km ESE of Lakeview, Oregon",earthquake
2014-08-19T06:06:26.510Z,6.7768,-73.0626,158.98,4.6,mb,,83,0.844,0.96,us,usb000s421,2014-08-19T14:09:02.510Z,"10km NNW of Aratoca, Colombia",earthquake
2014-08-19T05:29:14.635Z,41.8892,-119.6373,0,2.51,ml,4,130.86,0.496,0.1101,nn,nn00456446,2014-08-20T04:18:38.688Z,"70km ESE of Lakeview, Oregon",earthquake
2014-08-19T04:54:48.000Z,63.2201,-144.2776,20.1,2.7,ml,,,,0.95,ak,ak11360151,2014-08-19T06:29:28.219Z,"66km W of Tok, Alaska",earthquake
2014-08-19T04:47:15.700Z,19.4733,-68.0258,54,3.4,Md,12,324,1.32142178,0.25,pr,pr14231000,2014-08-19T12:49:42.989Z,"106km NNE of Punta Cana, Dominican Republic",earthquake
2014-08-19T04:16:31.024Z,41.8853,-119.631,0.2287,2.64,ml,5,219.18,0.501,0.1,nn,nn00456427,2014-08-20T02:51:50.060Z,"71km SE of Lakeview, Oregon",earthquake
2014-08-19T04:00:34.690Z,41.8677,-119.6406,0,3.58,ml,5,76.33,0.495,0.144,nn,nn00456414,2014-08-20T05:55:14.582Z,"65km SE of Lakeview, Oregon",earthquake
2014-08-19T02:37:42.000Z,52.7924,-169.4808,2.5,2.6,ml,,,,0.64,ak,ak11360104,2014-08-19T19:09:26.289Z,"44km WSW of Nikolski, Alaska",earthquake
2014-08-19T01:41:34.000Z,52.7458,-169.4828,2.3,3.8,ml,,,,0.75,ak,ak11360082,2014-08-19T18:57:18.631Z,"46km WSW of Nikolski, Alaska",earthquake
2014-08-19T01:10:55.000Z,52.6842,-169.4794,5.2,4.3,ml,,,,0.8,ak,ak11360064,2014-08-19T18:50:16.056Z,"49km SW of Nikolski, Alaska",earthquake
2014-08-19T00:36:56.514Z,41.8832,-119.6118,1.7841,3.32,ml,6,132.45,0.515,0.2972,nn,nn00456370,2014-08-19T18:30:30.763Z,"72km SE of Lakeview, Oregon",earthquake
2014-08-19T00:24:17.239Z,41.8759,-119.6322,0,2.59,ml,4,123.85,0.5,0.0718,nn,nn00456431,2014-08-19T16:54:39.736Z,"67km SE of Lakeview, Oregon",earthquake
2014-08-18T23:39:56.592Z,41.8839,-119.6349,0.4661,2.66,ml,4,121.91,0.498,0.0603,nn,nn00456366,2014-08-19T16:46:47.907Z,"67km SE of Lakeview, Oregon",earthquake
2014-08-18T22:08:56.000Z,37.3986667,-119.994,21.85,2.62,md,27,138,0.2003,0.11,nc,nc72280016,2014-08-19T19:11:44.191Z,"9km SSW of Mariposa, California",earthquake
2014-08-18T21:44:27.450Z,32.5346,47.593,10,4.7,mb,,63,9.444,1.48,us,usb000s3xb,2014-08-19T05:47:24.417Z,"35km ESE of Dehloran, Iran",earthquake
2014-08-18T21:07:03.150Z,51.7087,178.4847,73.65,4.5,mb,,110,0.607,1.07,us,usb000s3wt,2014-08-19T05:09:38.419Z,"26km S of Little Sitkin Island, Alaska",earthquake
2014-08-18T18:54:57.240Z,32.6302,47.6378,10,4.5,mb,,121,10.063,0.64,us,usb000s3tw,2014-08-21T17:07:21.640Z,"35km ESE of Dehloran, Iran",earthquake
2014-08-18T18:36:17.660Z,32.4927,47.726,10,4.3,mb,,195,6.944,0.53,us,usb000s3tq,2014-08-21T17:14:09.000Z,"48km ESE of Dehloran, Iran",earthquake
2014-08-18T18:08:23.600Z,32.5748,47.6807,10,6,mww,,29,6.854,0.65,us,usb000s3t7,2014-08-25T16:37:22.000Z,"40km ESE of Dehloran, Iran",earthquake
2014-08-18T17:40:28.420Z,32.5253,47.6133,10,4.6,mb,,123,6.866,0.69,us,usb000s3su,2014-08-21T19:26:44.856Z,"37km ESE of Dehloran, Iran",earthquake
2014-08-18T16:22:46.200Z,36.1723,-96.6968,4.158,2.5,ml,,98,,0.18,us,usb000s3sq,2014-08-19T00:25:13.448Z,"6km N of Yale, Oklahoma",earthquake
